Region,SalesRep,Month,CustomerRating,ComputerSales,AirConditionerSales,FridgeSales,TelevisionSales,Profit,CustomerSegment,SalesTargetAchieved,ComputerProfit,AirConditionerProfit,FridgeProfit,TelevisionProfit,ComputerDiscount%,AirConditionerDiscount%,FridgeDiscount%,TelevisionDiscount%
North,Charlie,Feb,2,33,146,32,99,104.05,Residential,Yes,9.9,58.4,16,24.75,27,11,13,3
East,Alice,Mar,,161,104,95,119,74.15,Corporate,Yes,48.3,41.6,47.5,29.75,16,15,7,7
South,Diana,Jan,2,191,113,22,7,70.25,Residential,Yes,57.3,45.2,11,1.75,0,23,5,10
South,Charlie,Mar,,35,124,35,106,107.1,Residential,Yes,10.5,49.6,17.5,26.5,7,9,3,13
South,Eve,Jan,,89,83,88,13,89.15,Corporate,Yes,26.7,33.2,44,3.25,9,22,4,7
West,Diana,Feb,4,175,138,79,68,261.2,Corporate,No,52.5,55.2,39.5,17,25,15,12,0
North,Eve,Jan,5,74,23,9,114,7.4,Residential,Yes,22.2,9.2,4.5,28.5,9,19,8,9
North,Bob,Mar,4,84,999999,10,43,400127.55,Residential,Yes,25.2,399999.6,5,10.75,17,17,12,1
North,Diana,Mar,4,188,33,30,57,100.85,Residential,No,56.4,13.2,15,14.25,28,14,8,2
West,Bob,Jan,2,172,28,47,36,106.3,Residential,Yes,51.6,11.2,23.5,9,8,22,15,12
North,Diana,Feb,1,52,14,75,14,130.2,Corporate,No,15.6,5.6,37.5,3.5,24,10,11,0
West,Diana,Feb,2,38,109,91,82,169,Commercial,No,11.4,43.6,45.5,20.5,1,17,1,10
South,Bob,Mar,4,174,149,82,72,111.8,Residential,Yes,52.2,59.6,41,18,2,5,18,2
East,Charlie,Jan,1,90,59,76,96,168.6,Corporate,Yes,27,23.6,38,24,1,0,15,9
North,Alice,Feb,1,195,6,13,27,166.15,Residential,Yes,58.5,2.4,6.5,6.75,5,22,12,11
North,Eve,Feb,1,63,139,33,106,161.5,Residential,Yes,18.9,55.6,16.5,26.5,22,6,4,7
South,Diana,Mar,4,48,115,14,37,5.65,Corporate,Yes,14.4,46,7,9.25,11,11,5,3
East,Eve,Feb,AK-AK,51,42,97,87,27.35,Corporate,Yes,15.3,16.8,48.5,21.75,21,19,16,12
West,Bob,Jan,,165,135,80,71,241.25,Corporate,No,49.5,54,40,17.75,18,3,16,12
East,Eve,Mar,3,38,106,53,76,123.3,Commercial,Yes,11.4,42.4,26.5,19,27,9,16,6
South,Bob,Mar,5,180,99,46,25,40.85,Commercial,Yes,54,39.6,23,6.25,14,20,2,6
South,Eve,Jan,4,140,96,98,67,98.15,Residential,No,42,38.4,49,16.75,18,1,12,10
East,Alice,Mar,3,147,75,52,90,106.6,Commercial,Yes,44.1,30,26,22.5,11,8,11,4
West,Alice,Feb,3,196,28,19,4,-3.5,Corporate,Yes,58.8,11.2,9.5,1,17,9,5,11
West,Alice,Feb,1,151,72,37,106,192.1,Residential,Yes,45.3,28.8,18.5,26.5,15,19,12,0
North,Alice,Jan,,184,132,3,100,137.5,Commercial,Yes,55.2,52.8,1.5,25,1,10,13,9
West,Alice,Feb,2,51,97,31,79,169.35,Residential,No,15.3,38.8,15.5,19.75,10,24,6,3
East,Alice,Jan,3,103,48,53,96,104.6,Residential,Yes,30.9,19.2,26.5,24,11,13,4,6
South,Bob,Jan,4,169,137,66,93,164.75,Commercial,Yes,50.7,54.8,33,23.25,4,2,13,13
North,Diana,Feb,2,41,59,6,74,148.4,Residential,Yes,12.3,23.6,3,18.5,26,24,17,4
North,Eve,Jan,2,179,33,89,85,204.65,Commercial,Yes,53.7,13.2,44.5,21.25,26,0,3,1
South,Alice,Feb,4,169,41,30,118,187.6,Residential,Yes,50.7,16.4,15,29.5,23,6,0,13
West,Bob,Mar,1,35,119,18,16,117.1,Corporate,No,10.5,47.6,9,4,5,3,6,7
South,Bob,Mar,4,124,7,65,111,123.25,Residential,No,37.2,2.8,32.5,27.75,24,6,19,1
West,Bob,Jan,3,138,126,78,19,233.55,Residential,Yes,41.4,50.4,39,4.75,10,15,12,10
South,Diana,Feb,4,65,47,55,29,53.05,Residential,Yes,19.5,18.8,27.5,7.25,20,9,3,7
East,Eve,Feb,4,131,11,87,116,208.2,Corporate,No,39.3,4.4,43.5,29,9,14,12,12
West,Diana,Mar,3,,999999,19,51,,Commercial,Yes,,399999.6,9.5,12.75,3,15,3,10
East,Charlie,Mar,3,139,53,42,18,108.4,Commercial,Yes,41.7,21.2,21,4.5,8,5,2,1
North,Bob,Feb,4,90,125,15,58,68,Residential,Yes,27,50,7.5,14.5,11,3,7,10
South,Charlie,Jan,4,167,77,54,44,171.9,Residential,Yes,50.1,30.8,27,11,9,3,19,4
North,Alice,Mar,4,129,45,60,16,119.7,Residential,Yes,38.7,18,30,4,26,23,7,3
North,Alice,Jan,AK-AK,61,110,98,65,85.55,Commercial,No,18.3,44,49,16.25,13,22,16,0
North,Diana,Jan,1,100,81,39,112,126.9,Residential,No,30,32.4,19.5,28,4,3,14,13
North,Eve,Mar,3,146,131,81,2,169.2,Corporate,Yes,43.8,52.4,40.5,0.5,0,21,3,11
South,Charlie,Jan,,31,95,78,56,36.3,Commercial,Yes,9.3,38,39,14,4,21,5,7
North,Eve,Jan,2,43,12,63,79,-1.05,Residential,No,12.9,4.8,31.5,19.75,15,16,5,9
South,Diana,Feb,1,119,36,81,103,114.35,Residential,Yes,35.7,14.4,40.5,25.75,4,12,9,11
South,Alice,Jan,3,58,68,36,28,62.6,Commercial,No,17.4,27.2,18,7,4,1,3,2
East,Eve,Feb,1,138,142,72,65,225.45,Residential,Yes,41.4,56.8,36,16.25,28,19,8,12
West,Eve,Mar,2,82,17,19,5,-52.85,Residential,Yes,24.6,6.8,9.5,1.25,17,5,15,3
West,Alice,Mar,,93,97,22,106,18.2,Residential,Yes,27.9,38.8,11,26.5,28,21,6,3
South,Charlie,Feb,3,62,65,75,22,129.6,Commercial,No,18.6,26,37.5,5.5,5,0,13,4
East,Alice,Mar,2,109,12,61,117,185.25,Commercial,Yes,32.7,4.8,30.5,29.25,20,7,5,2
South,Eve,Jan,,133,33,71,100,28.6,Residential,Yes,39.9,13.2,35.5,25,17,17,0,8
South,Charlie,Jan,,177,99,89,110,83.7,Residential,Yes,53.1,39.6,44.5,27.5,27,20,17,3
South,Charlie,Jan,3,54,45,35,13,30.95,Residential,No,16.2,18,17.5,3.25,9,3,11,13
East,Alice,Mar,2,146,15,80,65,49.05,Commercial,No,43.8,6,40,16.25,14,4,14,9
West,Eve,Jan,5,114,6,19,16,119.1,Residential,No,34.2,2.4,9.5,4,29,4,0,14
East,Diana,Mar,4,159,135,59,119,105.95,Residential,No,47.7,54,29.5,29.75,23,14,14,10
North,Eve,Jan,4,155,84,85,105,142.85,Corporate,Yes,46.5,33.6,42.5,26.25,21,9,14,10
East,Bob,Feb,5,115,91,99,86,202.9,Corporate,Yes,34.5,36.4,49.5,21.5,10,7,15,3
East,Diana,Mar,4,52,110,3,64,40.1,Corporate,Yes,15.6,44,1.5,16,25,6,0,5
East,Charlie,Mar,2,176,143,15,32,181.5,Corporate,Yes,52.8,57.2,7.5,8,27,11,2,14
East,Diana,Jan,4,143,21,29,80,115.8,Residential,No,42.9,8.4,14.5,20,26,24,11,7
West,Charlie,Mar,2,57,27,72,51,-15.35,Residential,No,17.1,10.8,36,12.75,18,10,6,12
North,Charlie,Mar,4,135,52,61,79,163.55,Residential,Yes,40.5,20.8,30.5,19.75,24,12,4,6
West,Diana,Feb,AK-AK,16,999999,8,58,399963.9,Residential,No,4.8,399999.6,4,14.5,12,14,0,3
West,Charlie,Feb,1,25,6,99,46,143.9,Corporate,No,7.5,2.4,49.5,11.5,26,16,0,3
East,Charlie,Jan,3,138,92,96,52,111.2,Commercial,Yes,41.4,36.8,48,13,26,21,14,4
South,Bob,Feb,2,124,35,25,106,73.2,Commercial,Yes,37.2,14,12.5,26.5,29,21,7,9
South,Eve,Jan,2,46,134,12,117,60.65,Residential,Yes,13.8,53.6,6,29.25,19,17,10,4
West,Eve,Jan,4,174,82,53,63,47.25,Corporate,Yes,52.2,32.8,26.5,15.75,2,7,13,11
West,Bob,Jan,2,134,8,21,76,121.9,Corporate,Yes,40.2,3.2,10.5,19,15,5,12,0
East,Diana,Mar,4,90,145,53,60,182.5,Residential,Yes,27,58,26.5,15,6,10,18,12
West,Alice,Feb,1,71,132,94,65,99.35,Corporate,Yes,21.3,52.8,47,16.25,11,8,11,7
East,Alice,Jan,4,81,138,89,117,125.25,Residential,No,24.3,55.2,44.5,29.25,28,4,18,9
South,Alice,Feb,5,,35,70,81,,Residential,Yes,,14,35,20.25,14,6,3,12
South,Bob,Jan,4,134,142,86,105,129.25,Commercial,Yes,40.2,56.8,43,26.25,29,21,3,4
North,Bob,Feb,3,170,25,85,55,85.25,Commercial,No,51,10,42.5,13.75,7,14,2,2
South,Charlie,Feb,,75,27,44,115,151.05,Residential,Yes,22.5,10.8,22,28.75,22,20,5,2
West,Alice,Jan,2,39,135,93,57,154.45,Residential,Yes,11.7,54,46.5,14.25,16,21,4,3
South,Diana,Mar,1,29,33,59,114,84.9,Corporate,No,8.7,13.2,29.5,28.5,0,3,10,11
East,Diana,Feb,3,197,109,70,92,124.7,Commercial,Yes,59.1,43.6,35,23,28,18,8,6
South,Alice,Mar,1,91,56,40,71,108.45,Commercial,No,27.3,22.4,20,17.75,20,12,2,4
North,Alice,Mar,,116,119,64,73,93.65,Residential,Yes,34.8,47.6,32,18.25,29,0,8,0
South,Alice,Jan,2,161,105,9,86,197.3,Residential,Yes,48.3,42,4.5,21.5,7,0,11,13
East,Bob,Jan,4,141,88,73,26,122.5,Residential,Yes,42.3,35.2,36.5,6.5,13,21,2,11
East,Bob,Jan,4,46,65,52,117,54.05,Residential,Yes,13.8,26,26,29.25,9,13,19,12
West,Bob,Feb,2,141,129,54,12,68.9,Residential,No,42.3,51.6,27,3,26,8,16,4
South,Eve,Jan,4,86,75,28,71,-8.45,Residential,No,25.8,30,14,17.75,18,23,11,13
East,Diana,Jan,1,98,74,28,46,96.5,Commercial,No,29.4,29.6,14,11.5,7,11,17,4
North,Diana,Feb,AK-AK,155,143,21,47,174.95,Residential,No,46.5,57.2,10.5,11.75,18,17,3,5
West,Charlie,Feb,1,97,112,11,79,179.15,Corporate,Yes,29.1,44.8,5.5,19.75,3,8,9,13
North,Bob,Jan,,185,25,63,38,75.5,Residential,No,55.5,10,31.5,9.5,9,7,17,6
South,Eve,Jan,,42,135,22,21,141.85,Residential,No,12.6,54,11,5.25,22,13,7,4
South,Eve,Jan,2,67,86,52,14,-6,Residential,No,20.1,34.4,26,3.5,2,8,8,14
South,Diana,Jan,2,37,999999,82,2,400089.2,Residential,No,11.1,399999.6,41,0.5,3,19,18,12
West,Bob,Mar,4,44,115,83,72,184.7,Residential,Yes,13.2,46,41.5,18,15,24,12,10
East,Charlie,Mar,2,134,14,24,109,82.05,Corporate,Yes,40.2,5.6,12,27.25,23,1,5,13
West,Bob,Jan,5,147,16,15,119,17.75,Commercial,No,44.1,6.4,7.5,29.75,3,0,6,1
North,Alice,Mar,3,74,11,14,70,-37.9,Residential,Yes,22.2,4.4,7,17.5,24,12,5,13
West,Bob,Feb,2,51,149,12,101,113.15,Residential,Yes,15.3,59.6,6,25.25,19,24,10,1
North,Alice,Mar,5,94,118,67,101,113.15,Commercial,No,28.2,47.2,33.5,25.25,28,9,16,12
West,Alice,Mar,3,146,30,98,33,178.05,Commercial,Yes,43.8,12,49,8.25,29,7,18,3
East,Charlie,Jan,,197,19,32,105,74.95,Residential,Yes,59.1,7.6,16,26.25,19,6,11,0
North,Diana,Mar,,120,37,10,6,150.3,Commercial,Yes,36,14.8,5,1.5,12,23,12,6
South,Bob,Mar,1,24,66,23,116,25.1,Corporate,No,7.2,26.4,11.5,29,20,11,17,12
South,Alice,Mar,1,194,51,24,90,145.1,Commercial,Yes,58.2,20.4,12,22.5,16,16,6,0
West,Bob,Mar,,78,99,20,103,136.75,Corporate,No,23.4,39.6,10,25.75,22,24,4,2
South,Diana,Feb,,114,39,68,105,34.05,Corporate,Yes,34.2,15.6,34,26.25,24,11,15,9
North,Diana,Jan,1,159,80,50,37,47.95,Corporate,Yes,47.7,32,25,9.25,15,15,3,6
South,Eve,Jan,5,73,127,46,14,161.2,Residential,Yes,21.9,50.8,23,3.5,27,9,0,10
East,Diana,Feb,3,50,87,11,37,-14.45,Commercial,No,15,34.8,5.5,9.25,24,24,3,11
East,Charlie,Mar,2,80,29,69,8,136.1,Commercial,Yes,24,11.6,34.5,2,16,11,2,11
West,Alice,Feb,5,65,61,56,103,179.65,Commercial,No,19.5,24.4,28,25.75,5,10,3,5
North,Eve,Mar,1,160,36,28,77,90.65,Corporate,No,48,14.4,14,19.25,2,24,0,14
East,Charlie,Feb,AK-AK,,67,87,13,,Residential,No,,26.8,43.5,3.25,19,13,11,14
East,Bob,Jan,2,114,16,96,40,197.6,Residential,No,34.2,6.4,48,10,23,21,12,6
North,Alice,Jan,4,143,67,94,107,234.45,Residential,Yes,42.9,26.8,47,26.75,3,19,1,4
South,Diana,Jan,2,128,81,28,92,26.8,Residential,Yes,38.4,32.4,14,23,7,12,8,7
South,Alice,Mar,3,171,96,36,58,127.2,Residential,No,51.3,38.4,18,14.5,19,1,6,5
West,Bob,Mar,4,18,5,10,18,-80.1,Commercial,No,5.4,2,5,4.5,8,19,12,11
South,Eve,Feb,1,69,74,12,57,-12.45,Residential,No,20.7,29.6,6,14.25,21,6,1,3
North,Eve,Feb,3,134,140,50,83,91.95,Commercial,No,40.2,56,25,20.75,0,0,0,13
East,Eve,Jan,3,58,137,57,38,205.2,Commercial,No,17.4,54.8,28.5,9.5,12,24,17,10
South,Diana,Mar,1,60,90,56,32,9,Residential,Yes,18,36,28,8,25,2,6,0
West,Charlie,Feb,5,197,999999,80,86,400141.2,Residential,No,59.1,399999.6,40,21.5,1,19,17,1
South,Charlie,Mar,2,79,27,42,66,108,Commercial,No,23.7,10.8,21,16.5,22,11,18,11
North,Alice,Mar,3,46,72,17,77,49.35,Commercial,No,13.8,28.8,8.5,19.25,9,4,7,5
West,Diana,Jan,3,40,8,83,87,131.45,Corporate,Yes,12,3.2,41.5,21.75,22,11,11,3
South,Eve,Jan,3,178,130,20,25,122.65,Corporate,No,53.4,52,10,6.25,18,2,10,2
West,Eve,Mar,1,71,25,98,92,27.3,Corporate,No,21.3,10,49,23,16,19,8,6
North,Bob,Mar,3,102,109,25,58,196.2,Commercial,Yes,30.6,43.6,12.5,14.5,23,4,3,6
East,Bob,Mar,3,195,70,64,75,205.25,Corporate,No,58.5,28,32,18.75,12,0,6,1
North,Eve,Mar,4,23,11,48,33,1.55,Corporate,Yes,6.9,4.4,24,8.25,28,15,16,7
North,Eve,Jan,5,173,53,89,88,83.6,Corporate,No,51.9,21.2,44.5,22,25,8,10,14
North,Diana,Feb,3,173,20,41,66,36.9,Residential,Yes,51.9,8,20.5,16.5,13,9,1,14
North,Charlie,Jan,1,88,149,17,30,39,Corporate,Yes,26.4,59.6,8.5,7.5,26,9,17,10
East,Bob,Feb,2,17,88,55,81,104.05,Residential,Yes,5.1,35.2,27.5,20.25,10,12,11,0
East,Charlie,Mar,1,163,91,90,104,74.3,Commercial,No,48.9,36.4,45,26,9,15,8,10
West,Diana,Feb,1,45,102,66,34,8.8,Residential,Yes,13.5,40.8,33,8.5,6,19,10,9
South,Eve,Jan,AK-AK,57,79,65,102,132.7,Residential,No,17.1,31.6,32.5,25.5,9,24,4,6
East,Charlie,Jan,2,94,38,94,86,159.9,Residential,No,28.2,15.2,47,21.5,23,3,6,9
East,Eve,Mar,2,37,30,82,69,123.35,Residential,No,11.1,12,41,17.25,0,13,0,11
South,Eve,Jan,1,199,70,18,48,10.7,Residential,Yes,59.7,28,9,12,13,16,4,0
East,Alice,Mar,1,60,129,72,40,51.6,Corporate,No,18,51.6,36,10,2,4,5,12
North,Charlie,Jan,1,113,67,68,51,123.45,Residential,No,33.9,26.8,34,12.75,12,12,12,11
North,Charlie,Jan,1,179,91,15,80,190.6,Residential,Yes,53.7,36.4,7.5,20,1,24,10,14
South,Eve,Mar,3,110,45,49,13,-6.25,Residential,Yes,33,18,24.5,3.25,16,2,7,13
West,Diana,Feb,3,38,102,11,90,121.2,Commercial,Yes,11.4,40.8,5.5,22.5,20,4,19,2
West,Alice,Jan,1,136,128,65,31,40.25,Residential,No,40.8,51.2,32.5,7.75,2,15,1,2
South,Eve,Feb,3,91,83,36,116,13.5,Residential,Yes,27.3,33.2,18,29,25,18,14,9
South,Bob,Jan,2,19,14,83,39,103.55,Residential,Yes,5.7,5.6,41.5,9.75,14,18,9,13
North,Bob,Jan,1,115,19,93,63,137.35,Commercial,No,34.5,7.6,46.5,15.75,7,16,7,1
West,Alice,Jan,1,176,46,31,48,12.7,Residential,Yes,52.8,18.4,15.5,12,5,17,1,13
East,Diana,Jan,3,10,97,39,87,162.05,Residential,No,3,38.8,19.5,21.75,25,17,14,9
North,Eve,Feb,4,,999999,45,48,,Residential,No,,399999.6,22.5,12,29,24,5,12
South,Charlie,Feb,2,30,13,88,61,134.45,Corporate,Yes,9,5.2,44,15.25,8,22,4,4
West,Alice,Jan,1,74,118,66,12,108.4,Residential,No,22.2,47.2,33,3,24,7,2,3
East,Diana,Jan,5,24,40,26,78,83.7,Commercial,Yes,7.2,16,13,19.5,10,17,10,12
East,Charlie,Feb,2,141,40,73,56,103.8,Residential,Yes,42.3,16,36.5,14,21,8,10,5
North,Bob,Mar,2,197,52,36,18,123.4,Residential,No,59.1,20.8,18,4.5,1,18,15,1
West,Bob,Mar,5,70,55,50,27,88.75,Residential,Yes,21,22,25,6.75,8,9,2,13
West,Charlie,Feb,5,157,101,14,28,197.5,Residential,No,47.1,40.4,7,7,17,1,8,3
South,Alice,Jan,3,147,123,25,82,173.3,Residential,Yes,44.1,49.2,12.5,20.5,18,16,2,11
West,Bob,Jan,3,96,99,81,80,107.9,Residential,Yes,28.8,39.6,40.5,20,21,24,18,6
West,Eve,Mar,AK-AK,114,74,99,52,32.3,Residential,No,34.2,29.6,49.5,13,17,23,10,0
North,Charlie,Mar,1,43,78,15,16,89.6,Commercial,Yes,12.9,31.2,7.5,4,4,12,13,12
West,Charlie,Feb,3,133,84,89,77,86.25,Corporate,No,39.9,33.6,44.5,19.25,17,10,1,10
East,Bob,Mar,1,119,72,98,58,157,Residential,Yes,35.7,28.8,49,14.5,11,15,6,2
North,Alice,Feb,3,185,81,47,93,80.65,Commercial,No,55.5,32.4,23.5,23.25,3,19,9,0
North,Eve,Mar,,42,120,67,9,9.35,Corporate,Yes,12.6,48,33.5,2.25,14,6,9,1
South,Alice,Mar,,107,10,49,26,-2.9,Corporate,Yes,32.1,4,24.5,6.5,10,2,19,8
West,Diana,Mar,2,70,79,60,28,38.6,Residential,Yes,21,31.6,30,7,26,15,0,9
South,Diana,Jan,4,19,92,7,105,160.25,Commercial,Yes,5.7,36.8,3.5,26.25,18,18,5,4
East,Bob,Jan,3,191,7,79,77,58.85,Residential,No,57.3,2.8,39.5,19.25,4,19,13,12
North,Bob,Jan,5,93,56,7,36,-24.2,Commercial,Yes,27.9,22.4,3.5,9,5,15,1,3
North,Bob,Mar,2,74,78,62,9,118.65,Residential,Yes,22.2,31.2,31,2.25,12,1,5,11
North,Diana,Feb,1,86,129,98,47,42.15,Residential,Yes,25.8,51.6,49,11.75,22,13,0,3
East,Alice,Feb,1,10,69,23,78,152.6,Residential,No,3,27.6,11.5,19.5,9,19,2,7
East,Alice,Feb,2,142,56,26,51,146.75,Residential,No,42.6,22.4,13,12.75,23,9,3,11
South,Bob,Feb,2,89,80,20,76,-8.3,Commercial,Yes,26.7,32,10,19,24,18,12,2
South,Eve,Jan,4,24,146,23,117,118.35,Residential,Yes,7.2,58.4,11.5,29.25,13,23,2,14
South,Alice,Jan,4,37,93,56,57,107.55,Commercial,Yes,11.1,37.2,28,14.25,3,10,14,11
West,Diana,Mar,2,32,76,12,32,49,Residential,No,9.6,30.4,6,8,19,17,12,11
North,Charlie,Mar,3,118,72,26,102,37.7,Residential,Yes,35.4,28.8,13,25.5,22,10,10,3
North,Charlie,Feb,1,116,999999,87,67,400072.65,Commercial,Yes,34.8,399999.6,43.5,16.75,11,8,3,1
South,Charlie,Jan,5,154,119,91,57,71.55,Corporate,No,46.2,47.6,45.5,14.25,14,18,16,5
North,Eve,Feb,,122,61,62,54,196.5,Residential,No,36.6,24.4,31,13.5,25,19,4,11
South,Bob,Mar,,107,70,59,116,39.6,Residential,Yes,32.1,28,29.5,29,9,9,7,8
West,Diana,Mar,5,150,94,25,16,160.1,Corporate,No,45,37.6,12.5,4,10,2,9,11
West,Eve,Feb,AK-AK,151,54,24,62,49.4,Residential,Yes,45.3,21.6,12,15.5,8,2,6,3
East,Diana,Mar,1,148,18,70,84,23.6,Corporate,No,44.4,7.2,35,21,10,23,16,10
West,Diana,Feb,3,37,20,36,96,144.1,Commercial,Yes,11.1,8,18,24,1,7,6,5
South,Bob,Jan,,51,46,72,56,-0.3,Residential,Yes,15.3,18.4,36,14,12,5,18,3
West,Charlie,Feb,1,108,114,30,23,143.75,Residential,No,32.4,45.6,15,5.75,26,19,8,13
East,Bob,Jan,1,,26,97,17,,Residential,Yes,,10.4,48.5,4.25,21,0,1,1
North,Eve,Jan,5,132,72,41,80,85.9,Residential,Yes,39.6,28.8,20.5,20,25,19,19,12
South,Eve,Mar,1,73,23,44,38,17.6,Corporate,Yes,21.9,9.2,22,9.5,25,23,18,13
North,Eve,Mar,3,40,70,25,72,49.5,Commercial,No,12,28,12.5,18,7,5,5,5
East,Bob,Mar,4,90,77,72,83,63.55,Commercial,Yes,27,30.8,36,20.75,28,1,9,11
East,Diana,Feb,2,19,148,82,30,70.4,Commercial,No,5.7,59.2,41,7.5,20,18,12,6
East,Diana,Feb,1,17,58,4,58,-38.2,Residential,Yes,5.1,23.2,2,14.5,20,6,1,3
North,Alice,Mar,4,158,116,26,98,165.3,Commercial,Yes,47.4,46.4,13,24.5,7,10,9,11
North,Eve,Feb,4,68,22,19,78,33.2,Residential,Yes,20.4,8.8,9.5,19.5,0,10,9,10
North,Diana,Mar,,187,121,67,22,52.5,Commercial,Yes,56.1,48.4,33.5,5.5,5,3,4,6
North,Alice,Feb,2,39,89,72,108,78.3,Residential,No,11.7,35.6,36,27,25,19,3,12
East,Diana,Jan,1,154,143,71,17,127.15,Commercial,No,46.2,57.2,35.5,4.25,12,15,1,10
East,Eve,Jan,4,29,43,62,15,90.65,Corporate,Yes,8.7,17.2,31,3.75,8,4,6,7
South,Charlie,Mar,3,57,109,52,114,97.2,Residential,Yes,17.1,43.6,26,28.5,27,23,17,10
South,Eve,Feb,2,139,72,95,48,138,Residential,No,41.7,28.8,47.5,12,5,6,16,2
North,Bob,Feb,4,46,29,14,32,-16.6,Commercial,No,13.8,11.6,7,8,14,24,10,14
West,Diana,Jan,2,138,127,49,77,232.95,Residential,No,41.4,50.8,24.5,19.25,22,15,17,1
West,Diana,Jan,2,141,125,69,85,189.05,Commercial,No,42.3,50,34.5,21.25,15,14,7,4
East,Bob,Mar,1,109,65,67,113,151.45,Corporate,Yes,32.7,26,33.5,28.25,3,4,11,1
East,Bob,Jan,2,63,104,29,40,2,Residential,No,18.9,41.6,14.5,10,27,0,0,9
West,Eve,Mar,3,110,80,15,30,0,Commercial,Yes,10.6,32.5,8.3,6,45,8,0,12
